FOLIO INSTITUCIONAL,MÓDULO,FOLIO DE MÓDULO,SEMANA,ESTACIÓN,LÍNEA,FECHA,DÍA,MES,HORA DE AGRESIÓN,HORA DE ATENCIÓN,HORA DE CIERRE DE ATENCIÓN,DESCRIPCIÓN,MODO DE ACCIÓN,DELITO,LUGAR DE LOS HECHOS,SEXO,EDAD,OCUPACIÓN ESPECÍFICA,OCUPACIÓN GENERAL,ESCOLARIDAD DE LA VICTIMA,DELEGACIÓN O MUNICIPIO,ESTADO,SEXO AGRESOR,EDAD  AGRESOR,OCUPACIÓN ESPECÍFICA 2,OCUPACIÓN GENERAL 2,ESCOLARIDAD,DELEGACIÓN O MUNICIPIO 2,ESTADO2,SIN DETENIDO,OBSERVACIONES,OBSTÁCULOS DE COLABORACIÒN,AUTORIDAD,CORPORACION REMITENTE
2139,PANTITLÁN,P-026,DEL 21 AL 25 DE JULIO DE 2014,PANTITLÁN,5,28 DE JULIO DE 2014,LUNES,JULIO,11:30,14:50,17:30,PERSECUCIÓN CON POSIBLES FINES LASCIVOS,PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,ANDEN,MUJER,50,EMPLEADA,EMPLEADA,PRIMARIA,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,32,COMERCIANTE,COMERCIANTE,PREPARATORIA,MUNICIPIO DE CHIMALHUACÁN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNA,FDS,PA
2140,BALDERAS,B-062,DEL 28 DE JULIO AL 01 DE AGOSTO DE 2014,BALDERAS,1,30 DE JULIO DE 2014,MIERCOLES,JULIO,09:10,09:40,15:00,TOCAMIENTO EN GLÚTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,TERCER VAGÓN,MUJER,23,EMPLEADA,EMPLEADA,CARRERA TÉCNICA,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,32,EMPLEADO,EMPLEADO,PROFESIONAL,DELEGACIÓN VENUSTIANO CARRANZA,DF,NA,NINGUNA,NINGUNA,FDS,PBI
2141,BALDERAS,B-063,DEL 28 DE JULIO AL 01 DE AGOSTO DE 2014,TACUBAYA,7,30 DE JULIO DE 2014,MIERCOLES,JULIO,18:58,20:15,02:11,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,ANDEN,MUJER,25,EMPLEADA,EMPLEADA,CARRERA TÉCNICA,DELEGACIÓN ALVARO OBREGÓN,DF,HOMBRE,17,ESTUDIANTE,ESTUDIANTE,BACHILLERATO,DELEGACIÓN IZTAPALAPA,DF,NA,NINGUNA,NINGUNA,FDS,PA
2142,BALDERAS,B-064,DEL 28 DE JULIO AL 01 DE AGOSTO DE 2014,CANDELARIA,1,31 DE JULIO DE 2014,JUEVES,JULIO,07:25,08:34,14:00,FRICCIÓN DE PENE EN GLÚTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,24,EMPLEADA,EMPLEADA,SECUNDARIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,HOMBRE,38,EMPLEADO,EMPLEADO,PREPARATORIA,DELEGACIÓN CUAUHTÉMOC,DF,NA,NINGUNA,NINGUNA,FDS,PBI
2143,HIDALGO,H-066,DEL 28 DE JULIO AL 01 DE AGOSTO DE 2014,HIDALGO,2,31 DE JULIO DE 2014,JUEVES,JULIO,08:45,10:04,13:10,TOCAMIENTO EN GLÚTEO,NEGANDO LOS HECHOS ,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,23,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN BENITO JUÁREZ,DF,HOMBRE,32,MONOTORISTA,EMPLEADO,SECUNDARIA,MUNICIPIO DE CHALCO,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNA,DC,PA
2144,HIDALGO,H-067,DEL 28 DE JULIO AL 01 DE AGOSTO DE 2014,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),31 DE JULIO DE 2014,JUEVES,JULIO,22:00 DEL 30/07/2014,12:19,19:40,VIOLENCIA FAMILIAR (FÍSICA) ,PERSISTENTE Y VIOLENTA,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),MUJER,30,TAREAS DEL HOGAR,TAREAS DEL HOGAR,PROFESIONAL,MIGUEL HIDALGO,DF,HOMBRE,27,EMPLEADO,EMPLEADO,PROFESIONAL,DELEGACIÓN MIGUEL HIDALGO,DF,SIN DETENIDO,NINGUNA,NINGUNA,OTRA INSTANCIA (CAVI),SIN DETENIDO
2146,BALDERAS,B-065,DEL 28 DE JULIO AL 01 DE AGOSTO DE 2014,SAN LÁZARO,1,05 DE AGOSTO DE 2014,MARTES,AGOSTO,08:57,09:30,16:30,TOCAMIENTO EN GLÚTEOS,PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,18,EMPLEADA,EMPLEADA,PREPARATORIA,MUNICIPIO DE ECATEPEC DE MORELOS,ESTADO DE MÉXICO,HOMBRE,39,EMPLEADO,EMPLEADO,SECUNDARIA,MUNUCIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2147,BALDERAS,B-066,DEL 28 DE JULIO AL 01 DE AGOSTO DE 2014,FUERA DE LAS INSTALACIONES DEL STC,FUERA DE LAS INSTALACIONES DEL STC,05 DE AGOSTO DE 2014,MARTES,AGOSTO,23:00 DEL 31/07/2014,13:15,17:25,VIOLACIÓN,SOMETIENDO A LA VÍCTIMA,VIOLACIÓN,FUERA DE LAS INSTALACIONES DEL STC,MUJER,23,DESEMPLEADA,DESEMPLEADA,PREPARATORIA,DELEGACIÓN ALVARO OBREGÓN,DF,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (CTA),SIN DETENIDO
2148,BALDERAS,B-067,DEL 04 AL 08 DE AGOSTO DE 2014,PINO SUÁREZ,2,06 DE AGOSTO DE 2014,MIERCOLES,AGOSTO,09:15,10:50,16:05,TOCAMIENTO EN GLÚTEO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,37,ABOGADA,SERVIDORA PÚBLICA,MAESTRÍA,IZTAPALAPA,DF,HOMBRE,34,EMPLEADO,EMPLEADO,SECUNDARIA,SIN DATO,SIN DATO,NA,NINGUNA,NINGUNO,FDS,PBI
2149,HIDALGO,H-068,DEL 04 AL 08 DE AGOSTO DE 2014,BELLAS ARTES,2,06 DE AGOSTO DE 2014,MIERCOLES,AGOSTO,08:30,09:24,18:40,FRICCIÓN DE PENE EN GLÚTEOS,PERSITENTE Y POCO AGRESIVA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,26,RECEPCIONISTA,EMPLEADA,SECUNDARIA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,HOMBRE,30,EMPLEADO,EMPLEADO,LICENCIATURA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2150,HIDALGO,H-069,DEL 04 AL 08 DE AGOSTO DE 2014,INDIOS VERDES,3,06 DE AGOSTO DE 2014,MIERCOLES,AGOSTO,17:40,18:55,20:30,TOCAMIENTO EN GLÚTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,TORNIQUETES,MUJER,47,TRABAJADORA DOMESTICA,TAREAS DEL HOGAR,CARRERA TÉCNICA,MUNICIPIO DE TECAMAC,ESTADO DE MÉXICO,HOMBRE,43,SIN DATO,SIN DATO,SIN DATO,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2151,PANTITLÁN,P-027,DEL 04 AL 08 DE AGOSTO DE 2014,PANTITLÁN,1,07 DE AGOSTO DE 2014,JUEVES,AGOSTO,18:00 DEL 04/08/2014,13:23,18:00,VIOLENCIA FAMILIAR (FÍSICA),AGRESIVA VERBAL Y FÍSICAMENTE,VIOLENCIA FAMILIAR,TORNIQUETES,MUJER,26,EMPLEADA,EMPLEADA,CARRERA TÉCNICA,DELEGACIÓN VENUSTIANO CARRANZA,DF,HOMBRE,34,DESEMPLEADO,DESEMPLEADO,LICENCIATURA,DELEGACIÓN COYOACÁN,DF,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (CAVI),SIN DETENIDO
2152,HIDALGO,H-070,DEL 04 AL 08 DE AGOSTO DE 2014,ERMITA,2,08 DE AGOSTO DE 2014,VIERNES,AGOSTO,12:30,14:10,15:20,PERSECUCIÓN CON POSIBLES FINES LASCIVOS,PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,CUARTO VAGÓN,MUJER,17,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,HOMBRE/HOMBRE,29 Y 37,OPRERADOR DE AUTOTRANSPORTE/OPERADOR DE AUTOTRANSPORTE,EMPLEADO/EMPLEADO,SECUNDARIA/SECUNDARIA,MUNICIPIO DE NAUCALPAN/SIN DATO,ESTADO DE MÉXICO/SIN DATO,SIN DETENIDO,LA VICTIMA SE RESERVO SU DERECHO A DENUNCIAR EN MÓDULO,NINGUNO,DC,PBI
2153,HIDALGO,H-071,DEL 04 AL 08 DE AGOSTO DE 2014,NORMAL,2,11  DE AGOSTO DE 2014,LUNES,AGOSTO,15:25,15:35,04:48,FROTAMIENTO DE PENE EN GLÚTEO ,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,TERCER VAGÓN,MUJER,33,MILITAR,PERSONAL DE SEGURIDAD GUBERNAMENTAL,SECUNDARIA,ESTADO DE HIDALGO,ESTADO DE HIDALGO,HOMBRE,26,ESTUDIANTE,ESTUDIANTE,LICENCIATURA,MUNICIPIO DE NAUCALPAN,ESTADO DE  MÉXCIO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGINO,DC,PA
2154,BALDERAS,B-068,DEL 04 AL 08 DE AGOSTO DE 2014,BALDERAS,1,11  DE AGOSTO DE 2014,LUNES,AGOSTO,18:40,18:53,19:32,PALABRAS LASCIVAS Y PERSECUCIÓN CON POSIBLES FINES LASCIVOS,PERSISTENTE Y POCO AGRESIVA,ACOSO SEXUAL,ANDEN,MUJER,30,EMPLEADA,EMPLEADA,MAESTRÍA,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,HOMBRE,24,ALBAÑIL,EMPLEADO,PRIMARIA,SIN DATO,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NIGUNO,DC,PBI
2155,BALDERAS,B-069,DEL 11  AL 15 DE AGOSTO DE 2014,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),12 DE AGOSTO DE 2014,MARTES,AGOSTO,11:00 DEL 06/08/2014,10:50,18:30,VIOLENCIA FAMILIAR (VERBAL Y FÍSICA),PERSISTENTE Y VIOLENTA,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VÍCTIMA),MUJER,19,TAREAS DEL HOGAR,TAREAS DEL HOGAR,PREPARATORIA,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,20,EMPLEADO,EMPLEADO,SECUNDARIA,DELEGACIÓN IZTAPALAPA,DF,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (CAVI),SIN DETENIDO
2156,PANTITLÁN,P-028,DEL 11  AL 15 DE AGOSTO DE 2014,BALBUENA,1,12 DE AGOSTO DE 2014,MARTES,AGOSTO,19:00,19:32,22:12,TOCAMIENTO EN GLÚTEOS Y FRICCIÓN DE PENE ,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,10,ESTUDIANTE,ESTUDIANTE,PRIMARIA,ESTADO DE PUEBLA,ESTADO DE PUEBLA,HOMBRE,32,EMPLEADO,EMPLEADO,SECUNDARIA,MUNICIPIO DE CHIMALHUACAN,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A PRESENTAR FORMAL QUERELLA EN LA FDS,NINGUNO,DC,PBI
2157,BALDERAS,B-070,DEL 11  AL 15 DE AGOSTO DE 2014,BOULEVARD PUERTO AEREO,1,13 DE AGOSTO DE 2014,MIERCOLES,AGOSTO,12:20,13:18,14:38,PALABRAS LASCIVAS Y PERSECUCIÓN CON POSIBLES FINES LASCIVOS,NEGANDO LOS HECHOS ,ACOSO SEXUAL,PRIMER VAGÓN,MUJER,24,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,55,EMPLEADO,EMPLEADO,BACHILLERATO,DELEGACIÓN COYOACÁN,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2158,HIDALGO,H-072,DEL 11  AL 15 DE AGOSTO DE 2014,CONSTITUCIÓN DE 1917,8,14 DE AGOSTO DE 2014,JUEVES,AGOSTO,14:00,15:34,22:08,TOCAMIENTO EN AREA PÚBICA,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,ESCALERAS FIJAS,MUJER,24,COMERCIANTE,OFICIO,PREPARATORIA,DELEGACIÓN TLAHUAC,DF,HOMBRE,47,COMERCIANTE,COMERCIANTE,SECUNDARIA,DELEGACIÓN TLAHUAC,DISTRITO FEDERAL,NA,NINGUNA,NINGUNO,FDS,PBI
2159,BALDERAS,B-071,DEL 11  AL 15 DE AGOSTO DE 2014,INSURGENTES,1,14 DE AGOSTO DE 2014,JUEVES,AGOSTO,15:30,16:15,16:45,VEJACIONES (AGRESIÓN VERBAL),RÁPIDA Y VIOLENTA,VEJACIONES,CUARTO VAGÓN,MUJER,42,TRABAJADORA DOMESTICA,TAREAS DEL HOGAR,PREPARATORIA,DELEGACIÓN MIGUEL HIDALGO,DF,HOMBRE,42,CUSTODIO,EMPLEADO,SECUNDARIA,DELEGACIÓN COYOACAN ,DISTRITO FEDERAL,NA,LA VICTIMA SE RESERVO SU DERECHO A DENUNCIAR EN MÓDULO,NINGUNO,DC,PBI
2160,BALDERAS,B-072,DEL 11  AL 15 DE AGOSTO DE 2014,MERCED,1,15 DE    AGOSTO DE 2014,VIERNES,AGOSTO,14:00,14:26,21:52,TOCAMIIENTOS GLÚTEOS,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,TORNIQUETES,MUJER,15,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,MUNUCUPIO DE IXTAPALUCA,ESTADO DE MÉXICO,HOMBRE,60,COSTURERO,OFICIO,PRIMARIA,DELEGACIÓN VENUSTIANO CARRANZA,DF,NA,NINGUNA,NINGUNO,FDS,PBI
2161,HIDALGO,H-073,DEL 11  AL 15 DE AGOSTO DE 2014,TASQUEÑA,2,18  DE AGOSTO DE 2014,LUNES,AGOSTO,07:50,08:47,17:48,TOCAMIENTO EN GLÚTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,32,EMPLEADA,EMPLEADA,PREPARATORIA,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,32,SEGURIDAD PRIVADA,EMPLEADO,SECUNDARIA,SIN DATO,SIN DATO,NA,NINGUNA,NINGUNO,FDS,PBI
2162,BALDERAS,B-073,DEL 18 AL 22 DE AGOSTO DE 2014,TACUBAYA,7,18 DE AGOSTO DE 2014,LUNES,AGOSTO,08:20,09:05,16:05,TOCAMIENTO EN AREA PÚBICA,NEGANDO LOS HECHOS ,ABUSO SEXUAL,TERCER VAGÓN,MUJER,24,ADMINISTRADORA,EMPLEADA,PROFESIONAL,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,37,ALBAÑIL,EMPLEADO,SIN ESTUDIOS,DELEGACIÓN CUAJIMALPA,DISTRITO FEDERAL,NA,NINGUNA,NINGUNO,FDS,PA
2164,BALDERAS,B-074,DEL 18 AL 22 DE AGOSTO DE 2014,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VICTIMA),FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VICTIMA),18 DE AGOSTO DE 2014,LUNES,AGOSTO,17:00 DEL 17/08/2014,15:52,21:19,VIOLENCIA FAMILIAR(FÍSICA Y VERBAL),PERSISTENTE Y VIOLENTA,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC (DOMICILIO DE LA VICTIMA),MUJER,22,TRABAJADORA DOMESTICA,TAREAS DEL HOGAR,SECUNDARIA,DELEGACIÓN GUSTAVO A. MADERO,DF,HOMBRE,39,TÉCNICO DE LAVADORAS Y REFRIGERADORE,OFICIO,SECUNDARIA,DELEGACIÓN GUSTAVO A. MADERO,DISTRITO FEDERAL,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (CAVI),SIN DETENIDO
2163,GUERRERO,G-004,DEL 18 AL 22 DE AGOSTO DE 2014,GUERRERO,3,21 DE AGOSTO DE 2014,JUEVES,AGOSTO,08:50,09:14,16:41,TOCAMIENTO EN GLÚTEOS,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,ANDEN,MUJER,20,ESTUDIANTE,ESTUDIANTE,LICENCIATURA,MUNICIPIO DE ECATEPEC DE MORELOS,ESTADO DE MÉXICO,HOMBRE,28,EMPLEADO,EMPLEADO,SIN ESCOLARIDAD,MUNICIPIO DE ECATEPEC DE MORELOS,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2164,BALDERAS,B-075,DEL 18 AL 22 DE AGOSTO DE 2014,FUERA DE LAS INSTALACIONES DEL STC (INTERIOR DE MICROBUS DE LA RUTA 87),FUERA DE LAS INSTALACIONES DEL STC (INTERIOR DE MICROBUS DE LA RUTA 87),21 DE AGOSTO DE 2014,JUEVES,AGOSTO,00:45 A 3:20 DEL 20/08/2014,15:50,23:05,TOCAMIENTO EN SENOS Y GLÚTEOS,SOMETIENDO A LA VÍCTIMA,ABUSO SEXUAL,FUERA DE LAS INSTALACIONES DEL STC (INTERIOR DE MICROBUS DE LA RUTA 87),MUJER,48,DESEMPLEADA,DESEMPLEADA,CARRERA TÉCNICA,DELEGACIÓN    TLALPAN,DF,HOMBRE,35,CHOFER DE MICROBUS,EMPLEADO,SIN DATO,SIN DATO,SIN DATO,SIN DETENIDO,NINGUNA,NINGUNO,FDS,SIN DETENIDO
2165,BALDERAS,B-076,DEL 18 AL 22 DE AGOSTO DE 2014,BALDERAS,1,25 DE AGOSTO DE 2014,LUNES,AGOSTO,08:45,10:07,20:26,EYACULACIÓN EN MANO,PERSISTENTE Y POCO AGRESIVA,ABUSO SEXUAL,TERCER VAGÓN,MUJER,29,SERVIDORA PUBLICA,EMPLEADA,PREPARATORIA,DELEGACIÓN IZTAPALAPA,DF,HOMBRE,16,DESEMPLEADO,DESEMPLEADO,SECUNDARIA,DELEGACIÓN TLAHUAC,DISTRITO FEDERAL,SIN DETENIDO,NINGUNA,NINGUNO,FDS,PBI
2166,BALDERAS,B-077,DEL 18 AL 22 DE AGOSTO DE 2014,HIDALGO,3,25 DE  AGOSTO DE 2014,LUNES,AGOSTO,14:05,14:53,23:46,TOCAMIENTO EN GLÚTEOS Y GENITALES,NEGANDO LOS HECHOS,ABUSO SEXUAL,PRIMER VAGÓN,MUJER,14,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,MUNICIPIO DE COACALCO,ESTADO DE MÉXICO,HOMBRE,23,MENSAJERO,EMPLEADO,SECUNDARIA,MUNICIPIO VALLLE DE CHALCO,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2167,BALDERAS,B-078,DEL 25 AL 29  DE AGOSTO DE 2014,FUERA DE LAS INSTALACIONES DEL STC (ESCUELA SECUNDARIA PARA TRABAJADORES NÚMERO 30),FUERA DE LAS INSTALACIONES DEL STC (ESCUELA SECUNDARIA PARA TRABAJADORES NÚMERO 30),27 DE AGOSTO DE 2014,MIERCOLES,AGOSTO,18:30 DEL 25/04/2014,09:10,15:40,TOCAMIENTO EN PIERNA DERECHA,PERSISTENTE Y POCO AGRESIVO,ABUSO SEXUAL,FUERA DE LAS INSTALACIONES DEL STC (ESCUELA SECUNDARIA PARA TRABAJADORES NÚMERO 30),MUJER,55,EMPLEADA,EMPLEADA,PROFESIONAL,DELEGACIÓN VENUSTIANO CARRANZA,DF,HOMBRE,70,EMPLEADO,EMPLEADO,SIN DATO,DELEGACIÓN VENUSTIANO CARRANZA,DF,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (CTA),SIN DETENIDO
2168,BALDERAS,B-79,DEL 25 AL 29  DE AGOSTO DE 2014,PANTITLÁN,9,29 DE AGOSTO DE 2014,VIERNES,AGOSTO,09:00,09:58,10:40,TOCAMIENTO EN GENITALES,PERSISTENTE Y VIOLENTA,ABUSO SEXUAL,INTERIOR DE VAGÓN,HOMBRE,18,EMPLEADO,EMPLEADO,PREPARATORIA,MUNICIPIO DE NEZAHUALCÓYOTL,ESTADO DE MÉXICO,HOMBRE,44,EMPLEADO,EMPLEADO,PREPARATORIA,DELEGACIÓN IZTAPALAPA,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
2169,HIDALGO,H-074,DEL 25 AL 29  DE AGOSTO DE 2014,TLATELOLCO,3,29 DE AGOSTO DE 2014,VIERNES,AGOSTO,12:50,13:44,21:26,EXHIBICIÓN DE GENITALES,PERSISTENTE Y POCO   AGRESIVO,ACOSO SEXUAL,VAGÓN CENTRAL,MUJER,15,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,DELEGACIÓN GUSTAVO A MADERO,DF,HOMBRE,46,MESERO,EMPLEADO,PRIMARIA,DELEGACIÓN CUAUHTÉMOC,DF,NA,NINGUNA,NINGUNO,FDS,PA
2170,HIDALGO,H-075,DEL 25 AL 29  DE AGOSTO DE 2014,MERCED,1,04 DE SEPTIEMBRE DE 2014,JUEVES,SEPTIEMBRE,07:50,08:45,17:22,TOCAMIENTO EN GLÚTEO DERECHO Y ENTREPIERNA,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,CUARTO VAGÓN,MUJER,23,ESTUDIANTE,ESTUDIANTE,PROFESIONAL,MUNICIPIO DE NEZAHUALCÓYOTL,ESTADO DE MÉXICO,HOMBRE,23,CARPINTERO,OFICIO,PREPARATORIA,MUNICIPIO DE CHIMALHUACÁN,ESTADO DE MÉXICO,NA,NINGUNA,NINGUNO,FDS,PBI
2171,GUERRERO,G-005,DEL 01  AL 05 DE SEPTIEMBRE DE 2014 ,CHABACANO,9,04 DE SEPTIEMBRE DE 2014,JUEVES,SEPTIEMBRE,18:40,19:41,21:38,PALABRAS LASCIVAS Y PERSECUCIÓN CON POSIBLES FINES LASCIVOS,PERSISTENTE Y POCO AGRESIVO,ACOSO SEXUAL,PASILLO  DE CORRESPONDENCIA ,MUJER,33,EMPLEADA,EMPLEADA,PREPARATORIA,DELEGACIÓN ALVARO OBREGÓN,DF,HOMBRE,37,PSICÓLOGO,PROFESIONISTA,PROFESIONAL,DELEGACIÓN ALVARO OBREGÓN,DF,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PBI
2172,BALDERAS,B-080,DEL 01  AL 05 DE SEPTIEMBRE DE 2014 ,SAN LÁZARO,1,05 DE SEPTIEMBRE DE 2014,VIERNES,SEPTIEMBRE,07:40,08:27,16:00,TOCAMIENTO EN GLÚTEO,RÁPIDA Y VIOLENTA,ABUSO SEXUAL,ANDEN,MUJER,24,AUXILIAR CONTABLE,EMPLEADA,PREPARATORIA,MUNICIPIO DE ECATEPEC,DF,HOMBRE,24,SEGURIDAD PRIVADA,EMPLEADO,SIN DATO,SIN DATO,SIN DATO,NA,NINGUNA,NINGUNO,FDS,PBI
2173,HIDALGO,H-076,DEL 01  AL 05 DE SEPTIEMBRE DE 2014 ,ERMITA,2,05 DE SEPTIEMBRE DE 2014,VIERNES,SEPTIEMBRE,09:20,09:47,11:30,PALABRAS LASCIVAS Y PERSECUCIÓN CON POSIBLES FINES LASCIVOS,AGRESIVA VERBAL Y FÍSICAMENTE,ACOSO SEXUAL,VAGÓN CENTRAL,MUJER,30,EMPLEADA,EMPLEADA,BACHILLERATO ,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,47,EMPLEADO FEDERAL,EMPLEADO,LICENCIATURA,DELEGACIÓN TLALPAN,DF,NA,LA VÍCTIMA SE RESERVA SU DERECHO A DENUNCIAR EN EL JUZGADO CIVICO,NINGUNO,DC,PA
2174,PANTITLÁN,P-029,DEL 01  AL 05 DE SEPTIEMBRE DE 2014 ,FUERA DE LAS INSTALACIONES DEL STC (ABORDO DE TAXI),FUERA DE LAS INSTALACIONES DEL STC (ABORDO DE TAXI),08 DE SEPTIEMBRE DE 2014,LUNES,SEPTIEMBRE,21:40 DEL 12/08/2014,12:15,20:30,VIOLENCIA FAMILIAR (FÍSICA Y VERBAL),PERSISTENTE Y VIOLENTA,VIOLENCIA FAMILIAR,FUERA DE LAS INSTALACIONES DEL STC (ABORDO DE TAXI),MUJER,27,EMPLEADA,EMPLEADA,PRIMARIA,DELEGACIÓN ALVARO OBREGÓN,DF,HOMBRE,27,TAXISTA,EMPLEADO,SECUNDARIA,DELEGACIÓN ALVARO OBREGÓN,DF,SIN DETENIDO,NINGUNA,NINGUNO,OTRA INSTANCIA (CAVI),SIN DETENIDO
2175,GUERRERO,G-006,DEL 08 AL 12 DE SEPTIEMBRE DE 2014,GUERRERO,3,09 DE SEPTIEMBRE DE 2014,MARTES,SEPTIEMBRE,09:19,09:39,13:30,VIOLENCIA FAMILIAR (FÍSICA Y VERBAL),PERSISTENTE Y VIOLENTA,VIOLENCIA FAMILIAR,ANDEN,MUJER,49,POLICIA AUXILIAR,EMPLEADA,CARRERA TÉCNICA,DELEGACIÓN MAGDALENA CONTRERAS,DF,HOMBRE,54,POLICIA AUXULIAR,EMPLEADO,SIN DATO,DELEGACIÓN MAGDALENA CONTRRAS,DF,NA,NINGUNA,NINGUNO,OTRA INSTANCIA (CAVI),PA
2176,HIDALGO,H-077,DEL 08 AL 12 DE SEPTIEMBRE DE 2014,BELLAS ARTES,2,10 DE SEPTIEMBRE DE 2014,MIERCOLES,SEPTIEMBRE,10:05,10:15,11:20,TOCAMIENTO EN GLÚTEO DERECHO ,NEGANDO LOS HECHOS,ABUSO SEXUAL,INTERIOR DE VAGÓN,MUJER,17,ESTUDIANTE,ESTUDIANTE,PREPARATORIA,DELEGACIÓN CUAUHTÉMOC,DF,HOMBRE,30,SEGURIDAD PRIVADA,EMPLEADO,SIN DATO,MUNICIPIO DE ECATEPEC,ESTADO DE MÉXICO,NA,LA VÍCTIMA SE RESERVO SU DERECHO A DENUNCIAR EN EL MÓDULO,NINGUNO,DC,PA
